,id,free_text,label_id
3708,train_hynrsggnlf,kd _ white _ body cho làn da trắng sữa như em bé chỉ với các chị_em có_thể sở_hữu sản_phẩm dưỡng trắng toàn_thân cực nhiều ưu_điểm makeup body trắng ngay sau khi bôi dưỡng da chuyên_sâu trắng mịn thấm nhanh không lộ vân kem không gây bết rít không châm_chích không vàng lông trị thâm mụn thâm thuỷ_đậu hiệu quảcam kết trắng da sau liệu_trình sử_dụng hãy cùng trải_nghiệm sản_phẩm và cảm_nhận một làn da trắng sáng mịn_màng nào mọi người ơi hiếu bảo trân added new photos photos from hiếu bảo trân post,0
474,train_bsdjvwcdvh,mai mýt vì em bệnh vl,0
12051,train_rlcseuflaf,triệu like,0
19623,train_gyeumljuxe,vu van tu mặt_hàng này ko nằm trong danh_mục bị phê_duyệt mẩu nên nhập bình_thường,0
17320,train_acujmavght,tức_giận mấy thì tức_giận chứ đập đồ thì coi như vứt tiền của công_sức mình làm đi rồi ngu vc,2
7596,train_ypsuzjtuho,hoàng hiền shared live video to the group chợ tốt yên_bái trùm sỉ giày_dép quảng châu hoàng_liên xả đồng giá kap dụng cs theo doi,0
16124,train_oajniotjix,nguyen thien phuong cục_súc vl,0
3674,train_mnwsneacjb,chán chính bản_thân mìnhtrả được tích_sự gì thuỷ lê_is feeling depressed,0
6121,train_ipvgjnwpfw,uyên phương ghê vl,0
3525,train_xhqdqylyik,phan táyct giống vợ quang vl,0
5843,train_sqnwvlcead,nhà_tầng mặt_tiền lê_thị tính thanh_khê đất ngang hướng tây_nam nhà_tầng mê pn wc pk bếp phòng thờ giá tỷ lh,0
18748,train_jxbfcdrnup,to vl,0
4110,train_ixklfawyys,không_khí lớp_học hôm_nay mọi người đừng quên lớp_học ngày_mai nữa nhébodycombat lauching bodypump đức lê_is feeling happy with ngô thị ngọc minh and others photos from đức lê_post,0
13345,train_fgkdehlzdq,hoàng_anh taku mr pham pizza chicken cũng đã được ngày_mai kính mời thực_khách qua khai_trương quán và thưởng thứcđịa chỉ sơn hải_đồ sơn hotline mrpham pizza chicken hamburger,0
14457,train_hmsrljiejg,đấy là lí_do hnay đk quay mai mit samsung xin chào với mong_muốn mang đến những bữa ăn ngon_miệng và tinh_thần thoải_mái nhất cho các bạn sau giờ làm_việc tổng_giám_đốc nhà_máy sevt svcc cùng các cấp quản_lý đã có_mặt tại nhà_ăn để chia cơm phục_vụ đồ_ăn cho các bạn nhân_viên thông_qua chương_trình khi leader vào bếp món quà nhỏ nhưng nghĩa lại vô_cùng lớn phải không các bạn dõi samsung việt_nam tại facebook youtube website khileadervàobếp,0
4134,train_dfkejvjiha,cắt tỉa layer tầng nhẹ kết_hợp mái bay korea đăng tuấn is at đăng tuấn hair studio đặng_thái thân tp vinh,0
7158,train_bqmeehpktu,vi thế vinh vinh ultraboots super siêu xịn sògiầy đôi cho cả nam và nữ size ksỉ lẻ inbx,0
12466,train_duymuvfzyb,tội thảo vl,0
16169,train_avgvroapwi,hoàng long hứa ko đồ với cả sức đâu mà đồ,0
8062,train_rfxafuorwy,mới về mấy cua_đá bự mọi người ai dùng lh nghe,0
1901,train_arvgxdwooc,童若楠 nguyễn_hoàng_anh võ yến nhi nhi thuỳ đợi đi nha mb,0
17342,train_epwdoydcja,album tràn_ngập ảnh zai đẹp chúc cả nhà ngủ ngon khò khò photos from oanh đặng_post,0
6603,train_cllngmccsi,triệu_hồi google đinh xuân minh địa_điểm ăn ngon hải_phòng tổng_hợp quán ăn ngon lưu lại để đi oánh chén dần các cậu nhé cr món ngon hải_phòng,0
15664,train_pdpjmysjvb,tóc nam đẹp tô tài_năng sáng_mai hay tối,0
4748,train_ptobuelwrg,mình lạc_quan iu đời lắm ít khi nào buồn lắm bạn ơi,0
5037,train_xnikqlcnen,tân_dòng sông ly_biệt,0
6306,train_zlajmnfguh,hide nguyen làm_việc mọi lúc mọi nơi sự phổ_biến của wifi đã biến những chuyến xe_buýt thành_văn phòng làm_việc nối dài đối_với nhiều nhân_viên công_ty,0
7373,train_hmhyzqjzhk,bùi_văn khá biển đẹp vl,0
9674,train_glbptpqnux,buồn vcl,0
606,train_zkcxpohrvs,trang ha phan shared post trang quả môi mới cày xongggg bao_nhiêu bạn nữ ưng cái màu nhẹ_nhàng mộng_mơ này hônggggg trong_vắt bao màu lên siêu đẹp,0
9408,train_wzsqvtzkpf,tat ca hay chi minh tông_đơ thôi,0
19344,train_nijnznpqlu,cứ luyện thế_này mỗi ngày chẳng_mấy_chốc là thợ chính của chị photos from thuy linh nguyen thi post,0
1288,train_tirqznsipm,khuong nguyen shared post to the group nhà_đất điện_biên_phủ city mua_bán cho thuê chung mến điện_máy chung mến giảm_giá mọi sản_phẩm ti vitủ lạnh máy_giặt giảm từ điều_hoà giảm từ miễn_phí công lắp_đặt phụ_kiện quạt làm mát giảm từ giao hàng tận nơi lắp_đặt miễn_phí,0
2914,train_tktbmustti,nguyễn_thị hằng love yourself người cần không có người có không cần cần lắm đấy pm band official mv klink youtube,0
14349,train_mmwfherlif,hỗ_trợ người xem khi livetreamgiá chỉ ook thánginbox mình để triển nào call,0
19809,train_zjwazkjlmh,phạm mạnh cường bằng nó,0
11530,train_fytnwxxjbr,hoa hannah tai hi nh may gia di lam,0
3211,train_wominzegkn,phải thật mạnh_mẽ trong cuộc_đời an an added new photos photos from an an post,0
15521,train_qvbhtkulma,trần bảo má nhìn ngon vl,0
8666,train_ijoiivjqui,xe chiều quỳ hợpnghệ an ra bắc và về thái nguyênmn ai có hàng gì tiện muốn gửi hay chở thì alo nhéđtthanks,0
14244,train_ftgfmqcksn,về thêm tạ kem sữa_chua túi số tràng tiền khách đặt mai giao mn nhégiá kg kg đc khoảng mua càng nhiều giá càng rẻ sỉ ib sữa_chua túi tràng tiền hàng thương_hiệu nên cần quảng_cáo nhiều về độ ngon và an_toàn vệ_sinh thực_phẩm nữa sữa_chua nguyên_chất thơm ngọt bị_khé vị ngon thanh mát rất dễ_chịu hãy ăb sữa_chua để tốt cho hệ tiêu hoáchuyên bán_buôn bán_sỉ,0
11225,train_jrxdfbihns,rán ăn đi hồng ty thuỳ_nguyễn,0
6010,train_bubtsyxfcr,nản trịnh thị kim thoa is feeling lame,0
6480,train_komsznhmek,tiếng đàn guitar của tôi cung thanh là tiếng mẹ cung trầm là giọng cha ôi cung thanh cung trầm du lòng người sâu thẳm ngân_nga tôi vẫn hát tích tịch tình tình_tang tích tịch tình tình_tang,0
3688,train_mhmlkwacln,dm kém sang vl,1
9127,train_kpphxtgwff,vcl,0
8153,train_ledajazcmq,hồi trước mẹ ship với lee jun ki còn về phe nam chánh lee dong wook hoàng ngọc tuyền shared photo tin_tức giải_trí của gr,0
1201,train_fwwenjzdeq,huyền lê_and me còn ch thèm nhìn mặt cái đề_cương_sử,0
9169,train_gniyubppfj,ờnhọ vl,0
5604,train_fmzbamrcdd,bạn em trong đà_lạt sáng nay mới chuyển ra ít hồng sấy ăn rất dẻo và ngot tự_nhiên đóng_gói túi giá túi bác nào ăn ới em nha photos from đặng_huyền trang post,0
15267,train_hldowvrvge,xác_định ngồi cả đêm châm nguyễn_is feeling drained,0
4979,train_ryorcxzilp,tổng_hợp nỉ xinh của hôm naymùa này mặc còn gì bằnggiá rẻ thôi photos from thư thư post,0
17701,train_owcwzgioia,phạm quang duy ngứa_mắt vl,0
12419,train_obaqlqwnuq,trên xe về đến nhà là sml ngay khổ thía có ai thương tui hông tuyển sỉ từ sản_phẩm vừa dùng vừa bán lê_thương added new photos photos from lê_thương post,0
14496,train_hrxavvfwlb,bốn con ngu vl ra,1
9515,train_kzxnvfogsl,thanh_thanh sợ ma vl,0
15422,train_gqmpespctn,thương ng đéo thương mìnhcc cút,1
16335,train_sthovebbgw,tâm nguyễn_shared post to the group hội thanh_lý đồ mẹ và bé hải_phòng ti dưa hâ ti hoa qua ta ha pho ng những mẫu hoa trang_trí bàn tiệc vừa đẹp vừa đơn_giản sẽ khiến bữa ăn gia_đình thêm hấp_dẫn và ấm_cúng hơn môn nghệ thật này rất hợp với những chị_em đảm_đang và chu_toàn gia_đình đấy tham_gia ngay một khoá học tỉa rau củ trang_trí bàn tiệc với những mẫu_đơn giản đến phức_tạp tại đào nhuận kênh dương hải_phòng chỉ khoá học tỉa hoa decor bao_gồm mẫu hoa và trang_trí đĩa_từ các nguyên_liệu vô_cùng đơn_giản và dễ tìm mọi thông_tin liên_hệ ngay,0
5397,train_fgmftykqxn,người sói shared post bmw motorrad long bien sở_hữu xe pkl thương_hiệu đức với giá ưu_đãi gia_nhập đại_gia_đình bmw motorrad ngay trong tháng nếu bạn luôn muốn chinh_phục một chiến_mã đức với khối động_cơ mạnh_mẽ trứ_danh với sự dễ_chịu và phấn_khích khi điều_khiển độ bền_bỉ và an_toàn trên mọi địa_hình thì đây chính là thời_điểm quyết_định giúp bạn biến khát_khao thành hiện_thực chương_trình ưu_đãi từ chính hãng áp_dụng với các dòng xe gs nine urban gs gs gsliên hệ ngay để nhận thêm thông tinshowroom bmw motorrad long biênsố ngô gia tự long_biên hà_nội hotline kinh_doanh  hotline dịch_vụ  bmwmotorrad makelifearide,0
18174,train_wvxwlizifr,hiếu cz đúng vl,0
17065,train_dklgzpzqzj,choei kiểu này xóm nó bắt được nó đánh chắc nhập_quan luôn vũ hiếu shared post relaxing corner,0
9913,train_bmzbjcwktq,đầm thun polo nhìn đơn_giản thế_mà vẫn rất là phong_cách chất thun da cá mịn thoải_mái tha_hồ tung_tăng bát_phố form rộng bất_chấp số kg số_đo ai diện cũng hợp mix jean dài short là auto đẹp luôn sỉ inbox shop đăng vy đỗ added new photos photos from đăng vy đỗ post,0
2461,train_ptgxjajjtz,mắm dố kia mở banh mắt ra xem nè vài câu bịa_đặt củng ko lm ảnh_hưởng tới chuỵ đâu liu liuvẫn tin khách nhà mình là ng mua hàng thông_thái nhất photos from trangg thư post,0
12538,train_lyqbezfrkz,bùi_hiền diệu added new photos photos from bùi_hiền diệu post,0
16623,train_lolbkjfrhr,hoàng phương thả sad nha mày tích đức đi,0
10297,train_fpnxopozwb,jolly nguyen jolly bửa giờ bận nên off mấy ngày bắt_đầu mở oder lại từ hôm_nay nha ai ăn gì uống gì thì ib nhé các tình_yêu chốt bill hôm_nay trưa mai ship nhé free ship khu_vực mhs ba thê,0
4827,train_rjghtllolt,năm_ngoái tnay co ma nam nay lại mất_công giảm cân cho hắn hiên tỷtỷ is with pham hoang su,0
8573,train_gtyjquhtfj,quả cuối_cùng hiểm vl,0
9092,train_uwokopzhoa,chính nguyễn_thị thu huyền,0
351,train_fdgiakgzyx,đm bực mk vl,1
6104,train_wetrijbyra,đại_học kinh_tế tphcm nhưng giờ đang học đh cần_thơ,0
6381,train_ryqkzcjqbc,thèm vl,0
4524,train_pexhyilocv,bich tay trang di nhi,0
15073,train_sshmfatvif,cter nhiều vl,0
2335,train_xmsdsemybe,sức_mạnh cdob có gì free fire phiên_bản ob sức_mạnh cd và sự trở_lại của mìn đất mọi thắc_mắc lh fb,0
13552,train_zasfuknetf,sống phi đạo_đức cần loại_trừ ra khỏi xh tử_hình,0
15416,train_hruvukgsxw,dài vl,0
1962,train_ohxgpfsuiv,giờ mới úp hình chúc iu luôn vui_vẻ và thành_công thư anh bùi_is with nguyễn_thương and others photos from thư anh bùi_post,0
14875,train_aprfmdxtdz,sỉ lẻ đại_lý của va inbox nhận bảng giá sỉ lẻ của sp mới sắp tới của diva lyn nhé phan thị hồng va is feeling excited,0
4116,train_qfrvjlzkok,bảo yến yến sau_này thằng hiệp về em cứ thế mà_sử,0
13452,train_rgbewghllc,phạm mến wall_mart hàng_tiêu_dùng thông_minh dụng_cụ nối dây_điện đa_năng giảm chỉ còn khi mua tại website nối từ đến dây một_cách dễ_dàng dùng kết_hợp với máy_khoan cầm tay tăng tính thẩm_mỹ và tiết_kiệm thời_gian giúp bạn làm_việc chuyên_nghiệp và lành_nghề hơn cod toàn quốccông ty cổ_phần thương_mại wall martđịa chỉ toà nhà toyata số phạm hùng nam từ_liêm hà nộihotline,0
15555,train_lbjisgidwl,lê nguyễn_tường_vi linh khánh hàng quân_vũ,0
16557,train_ekojbvyoom,sáng danh đcc đcc và đctt như đã có trước vô_cùng amen,0
119,train_hahdhnlamr,gia_bảo dịu hưng shared post to the group chợ đồ cũ hạ_long hưng bảo_dưỡng điều_hoà vệ_sinh máy_giặt tại nhà tranh_thủ mát trời mọi ng có nhu_cầu vệ_sinh điều_hoà máy_giặt để mấy hôm nữa nắng_nóng gắt chỉ việc ngồi mát hưởng_thụ thì alo nhed vệ_sinh điều_hoà giúp cho máy_móc vận_hành tốt hơi mát toả ra từ điều_hoà dễ_chịu ko bụi bẩn ko mùi ga khó_chịu vệ_sinh máy_giặt giúp cho máy loại_bỏ hết những mảng bám cặn mùn bẩn đọng thành lồng máy_giặt mà khi giặt xong hay dính vào quần_áo vi_khuẩn nấm_mốc mất vệ_sinh,0
9814,train_qnivmxertn,em shin vườn hạnh_phúc restaurant lounge điệu_nghệ với món heo giòn sốt xì_dầu thượng_hạng bánh gạo là món ăn cầu_kỳ bắt_mắt nên đòi_hỏi sự khéo_léo tỉ_mỉ từ người đầu_bếp từng cuộn thịt heo dai daigiòn sựt thơm ngon được chế_biến kỹ_lưỡng điệu_đà bên cạnh những chiếc bánh gạo trong mềm đầy quyến_rũ cộng_hưởng với nước_chấm làm từ xì_dầu thượng_hạng thì còn gì bằngmấy ai cưỡng lại được sự hấp_dẫn của món ăn đầy nghệ_thuật như thế_này hạnh_phúc restaurant loungebistôn đức thắngmỹ bìnhlong xuyênan gianghotline  vuonhanhphuc maincourse crispypork pancake hotline,0
10741,train_kuwbzebnao,bổ_ích vl,0
438,train_fpdxwfwdmo,đức phúc bn xàm vl,1
11105,train_izpwpjuxjf,hoa nhà người_yêu thiên tâm dương is with khánh tùng photos from thiên tâm dương post,0
15477,train_ywqsqqdzad,hài cho các nàng bánh_bèo cute đây phong_cách kiểu hàn xẻng nhâsize ng tuấn đức added new photos photos from ng tuấn đức post,0
10199,train_mgrijtiuho,chanelboy vânkìnhông viềnxích dây_xích phốida chỉnh dài ngắn đc luôn nhe khắc dập logo đầy_đủ chốt đồng lót đỏ form chuẩn đét bao sịn sò cầm nặng_tay chị_em nào thích size to thì hốt em liền nhee xuất_sắc da đẹp xĩu mẫu này bán quanh_năm đeo năm vẫn chưa lỗi mốt lê_dương định hạ added new photos photos from lê_dương định hạ post,0
2146,train_lfefucikwi,nguyễn_linh_cảm_động vl,0
1862,train_ccfgfkfmwf,_kiều vinh muốn đi coi vl,0
8172,train_cqeftaydmh,ăn khuya tối nào ăn_chịu được bup vuong is with thiên lê_photos from bup vuong post,0
7433,train_updaaqfrpe,đi câu cá đi ơi năng huyền is with mãnh long and hàn nghiệp,0
3980,train_uradpvscru,thề koi phim mà la lan đóng ghê vl,0
19849,train_rywfjhjbjj,nguyễn_ngọc trúc quân dạ cho em hỏi là học ngành gì stenden và cơ_sở đâu,0
4490,train_entfwkphwx,an_toàn là trên_hết kkk lê_thương nhường added new photos with xoa tran thi and others at thế_giới mỹ_phẩm lê_thương nhường photos from lê_thương nhường post,0
17159,train_jgymtxkptl,nhận ra tao nữa tao ngày trước đâu rva ngày_nay ra photos from thằng bờm post,0
9237,train_nzxtlfvbvm,có các mẫu tương_tự có màu khác,0
3283,train_mepvjqhbdt,chết_thật thánh ăn xoài như mìnhăn xoài thay cơm ari thì không biết tống bao_nhiêu loại ni vô bụng rồi,0
2625,train_wdhevkqahy,nguyễn_quang huy top comments nhanh vl,0
13494,train_sfvvygpskv,thảo chíu ko chát bằng quả sinh_tố màu hồng,0
1510,train_gixlblwfyp,kkk lêu lêu,0
5231,train_hagyruokak,thèm cơm nhà đức phêrô,0
9624,train_xrybriymoy,nguyễn_hà phươngg skybooks điều quan_trọng là sau khi bước ra khỏi cuộc quan_hệ đó người phụ_nữ đừng bao_giờ đặt mình vị_trí thấp hơn rằng mình đã mất_giá đã cho đi đã phục_vụ hãy nghĩ về những năng_lượng tích_cực mình đã có được mọi thứ đều xuất_phát từ suy_nghĩ nếu mình nghĩ nó là quan_trọng thì nó là quan_trọng nếu mình thả_lỏng thì sự_việc sẽ nhẹ_nhàng và theo gió cuốn bay trích alpha woman ngô thanh_vân cuốn sách dẫn lối thành_công cho các cô gái trẻ link đặt sách,0
6169,train_lgvvdgriwe,bắt_đầu công_cuộc lăn kim tái_tạo trên da chủ spa kkmọi người theo_dõi hiệu_quả trên da em nhá trung nguyen is feeling inspired,0
2605,train_alaqxnaecz,một xu dính túi messeňger tin is feeling lost,0
13583,train_kktadxjxip,hồng tươi posted in chợ cẩm_phả with mai ngọc and mai ngọc tươi hôm_nay bạn ăn gì nhà mình luôn_luôn sẵn_sàng phục_vụ hàng đảm_bảo lúc_nào cũng mới atvstp nói ko với hàn_the chất bảo_quản nhé lẻ xúc_xích tươixx nạp xưởng tươi xx cágà lợn xx kg nem_chua rán khoai kén kg gà muốik consđt,0
12537,train_ivmqfnxniq,cứ test thoải_mái đi em rồi ra tiền cho anh chứ đừng có xem máy cho đã rồi chê này chê kia bỏ đi không nói tiếng nào done iphone gb cho cu trên mạngai cần iphone apple watch thì liên_hệ nha hotline oo lê_châu_đức mua_bán iphone ipad apple watch bán sim số đẹp lọc bạn_bè tăng tương_tác facebook photos from lê_châu_đức post,0
2682,train_isdotjijpb,tung tran tr bạn ơi zin từ đến chính chủ phô tô,0
14621,train_yvotdbvkqb,bị lừa cọc mấy chế ơitức vì có hàng còn bị nó chửinó bảo gio_linh mn ạkcay thậtxả xả cho hết xuimấy cô_chú đừng boom hàng mẹ ken nhatội mẹ ken sỉ lẻ hnay gởi hàg ạkchậm chút nha mí chị iuthông cảm cái nha gia minh gia hưng is with dầu tràm dầu tỏi photos from gia minh gia hưng post,0
1527,train_fslxfsxkbq,con cầu ông trời cho vào trung kết con thề sẽ ko bao_giờ ăn thịt gà,0
2393,train_zlmtzehvxm,mong pháp_luật tử_hình luân,2
208,train_ntzjlbbkrg,nhat khanh hoang mefun cách đây vài phút tại ngõ hoàng quý lê_chân hải_phòng,0
10059,train_qlhpodylnr,trương dân tao bảo thằng viết báo ngu,2
20255,train_cejbthnuid,nên bùi_thị tâm an_lành ước gì tamanlanh,0
4751,train_cuxjggzlti,bich sino voi tô tượng thạch_cao gồm tượng màu va cay cọ tô màugiá,0
